Number	Associated	TaxRank	MinScore	NextMaxScore
7510	Mimivirus	Genus	221:02:00	122:09:00
3515	Avipoxvirus	Genus	631:03:00	262:09:00
677	Lentivirus	Genus	32:06:00	
7793	Mimivirus	Genus	670:03:00	515:05:00
2932	Betanudivirus	Genus	1387:02:00	1198:06:00
6608	Lentivirus	Genus	38:02:00	
6247	Kayvirus	Genus	172:02:00	161:05:00
20487	Marseillevirus	Genus	192:02:00	143:01:00
7473	Mimivirus	Genus	695:04:00	591:01:00
16198	Schizotequatrovirus	Genus	490:08:00	267:02:00
23460	Gordtnkvirus	Genus	316:03:00	314:03:00
7065	Mimivirus	Genus	685:02:00	158:06:00
16999	Phaeovirus	Genus	110:04:00	103:09:00
16779	Tulanevirus	Genus	609:00:00	408:07:00
8139	Mimivirus	Genus	730:08:00	547:09:00
12208	Prasinovirus	Genus	120:06:00	65:03:00
24486	Fromanvirus	Genus	258:08:00	113:05:00
196	Hepacivirus	Genus	37:08:00	
1347	Alphavirus	Genus	264:08:00	96:02:00
16988	Ascovirus	Genus	917:01:00	236:02:00
18971	Pandoravirus	Genus	184:07:00	101:03:00
18557	Siminovitchvirus	Genus	343:00:00	306:07:00
18804	Drulisvirus	Genus	326:05:00	286:07:00
1031	Betaarterivirus	Genus	249:04:00	237:03:00
17559	Mimivirus	Genus	474:04:00	298:07:00
261	Hepacivirus	Genus	34:04:00	
7056	Mimivirus	Genus	786:07:00	226:01:00
10233	Orthopneumovirus	Genus	157:02:00	
7689	Mimivirus	Genus	408:07:00	337:06:00
15884	Pipefishvirus	Genus	366:07:00	297:00:00
346	Lentivirus	Genus	89:01:00	34:00:00
18785	Karamvirus	Genus	253:07:00	227:09:00
9660	Lentivirus	Genus	47:02:00	
682	Lentivirus	Genus	49:03:00	
6104	Lentivirus	Genus	37:00:00	
2928	Lentivirus	Genus	41:01:00	
167	Lentivirus	Genus	48:02:00	
4627	Karamvirus	Genus	341:01:00	338:09:00
1884	Kostyavirus	Genus	373:03:00	287:01:00
21788	Chlorovirus	Genus	326:01:00	175:08:00
24955	Lessievirus	Genus	381:05:00	375:01:00
7488	Mimivirus	Genus	606:04:00	476:05:00
14870	Mimivirus	Genus	456:08:00	132:03:00
25326	Chlorovirus	Genus	583:06:00	282:01:00
8163	Mimivirus	Genus	570:00:00	533:02:00
19305	Pandoravirus	Genus	946:08:00	791:04:00
24138	Emdodecavirus	Genus	185:04:00	163:06:00
191	Hepacivirus	Genus	32:05:00	
3816	Asfivirus	Genus	591:08:00	117:05:00
20852	Zindervirus	Genus	147:01:00	116:04:00
263	Hepacivirus	Genus	35:09:00	
6750	Tequintavirus	Genus	285:04:00	256:03:00
7644	Mimivirus	Genus	1192:07:00	883:05:00
10415	Seuratvirus	Genus	291:06:00	280:08:00
10421	Kuravirus	Genus	188:05:00	171:03:00
19572	Mosigvirus	Genus	629:08:00	616:08:00
7054	Mimivirus	Genus	294:02:00	163:08:00
199	Hepacivirus	Genus	48:03:00	
15438	Mimivirus	Genus	838:02:00	506:03:00
30748	Lightbulbvirus	Genus	195:03:00	78:00:00
17857	Tidunavirus	Genus	271:07:00	254:05:00
17797	Mimivirus	Genus	187:09:00	175:00:00
19041	Pandoravirus	Genus	596:02:00	161:05:00
25914	Betaentomopoxvirus	Genus	232:05:00	213:08:00
200	Hepacivirus	Genus	253:04:00	
8047	Mimivirus	Genus	480:07:00	453:05:00
264	Hepacivirus	Genus	43:03:00	
7932	Mimivirus	Genus	481:06:00	399:00:00
18908	Pandoravirus	Genus	199:01:00	158:01:00
7141	Mimivirus	Genus	309:00:00	264:09:00
17033	Ascovirus	Genus	574:00:00	572:03:00
17521	Mimivirus	Genus	661:09:00	557:02:00
5989	Tidunavirus	Genus	861:05:00	852:05:00
21737	Jedunavirus	Genus	90:06:00	75:04:00
19990	Saphexavirus	Genus	89:02:00	71:04:00
15032	Prasinovirus	Genus	246:05:00	143:00:00
4900	Perisivirus	Genus	117:09:00	87:00:00
25938	Yatapoxvirus	Genus	982:07:00	920:08:00
9941	Wildcatvirus	Genus	511:05:00	144:05:00
926	Lentivirus	Genus	31:05:00	
6103	Lentivirus	Genus	33:00:00	
15207	Mimivirus	Genus	395:03:00	332:03:00
27819	Prasinovirus	Genus	671:04:00	221:05:00
18909	Pandoravirus	Genus	435:05:00	188:06:00
18907	Pandoravirus	Genus	553:05:00	417:07:00
17788	Mimivirus	Genus	596:01:00	572:09:00
22229	Timquatrovirus	Genus	473:08:00	467:00:00
4408	Mosigvirus	Genus	241:08:00	238:07:00
22702	Sepunavirus	Genus	418:03:00	406:07:00
19494	Pandoravirus	Genus	386:00:00	189:06:00
18410	Cronusvirus	Genus	193:09:00	125:05:00
27342	Svunavirus	Genus	386:02:00	382:01:00
5777	Homburgvirus	Genus	426:02:00	378:09:00
7977	Mimivirus	Genus	194:08:00	174:00:00
2520	Avihepadnavirus	Genus	166:00:00	89:00:00
3304	Avihepadnavirus	Genus	165:07:00	87:07:00
351	Lentivirus	Genus	34:01:00	
5991	Chiangmaivirus	Genus	560:03:00	498:01:00
13313	Seoulvirus	Genus	662:05:00	654:08:00
16963	Cbastvirus	Genus	132:01:00	122:08:00
6512	Lentivirus	Genus	32:08:00	
2975	Lentivirus	Genus	33:06:00	
7882	Mimivirus	Genus	975:02:00	810:05:00
684	Lentivirus	Genus	31:06:00	
984	Orthopoxvirus	Genus	601:05:00	558:08:00
6607	Lentivirus	Genus	31:09:00	
27928	Mieseafarmvirus	Genus	216:04:00	116:00:00
7487	Mimivirus	Genus	705:00:00	494:01:00
978	Gaprivervirus	Genus	261:02:00	220:02:00
2558	Capripoxvirus	Genus	1044:09:00	793:05:00
10364	Firehammervirus	Genus	851:08:00	394:04:00
25441	Lineavirus	Genus	320:00:00	304:06:00
25829	Betaentomopoxvirus	Genus	313:07:00	279:05:00
7019	Mimivirus	Genus	425:02:00	363:02:00
345	Lentivirus	Genus	33:08:00	
7959	Mimivirus	Genus	250:09:00	240:09:00
7098	Mimivirus	Genus	614:05:00	467:05:00
10458	Firehammervirus	Genus	255:01:00	191:01:00
25129	Chlorovirus	Genus	489:00:00	410:07:00
7291	Mimivirus	Genus	408:01:00	330:07:00
7829	Mimivirus	Genus	1091:06:00	990:09:00
28628	Limestonevirus	Genus	2085:01:00	1569:05:00
18912	Pandoravirus	Genus	361:00:00	295:09:00
27263	Prymnesiovirus	Genus	524:03:00	504:07:00
8293	Mimivirus	Genus	1247:07:00	772:00:00
822	Nankokuvirus	Genus	175:06:00	170:03:00
9524	Inhavirus	Genus	524:00:00	352:06:00
19075	Pandoravirus	Genus	945:09:00	401:00:00
1558	Orthopoxvirus	Genus	285:08:00	267:06:00
162	Lentivirus	Genus	36:09:00	
6001	Erskinevirus	Genus	578:01:00	573:04:00
337	Lentivirus	Genus	31:02:00	
798	Whispovirus	Genus	669:01:00	271:08:00
7776	Mimivirus	Genus	388:02:00	369:01:00
27326	Bicaudavirus	Genus	329:07:00	216:04:00
7252	Cafeteriavirus	Genus	393:00:00	341:04:00
17871	Elvirus	Genus	228:03:00	207:04:00
7181	Mimivirus	Genus	1325:03:00	1181:06:00
9655	Lentivirus	Genus	36:00:00	
6509	Lentivirus	Genus	35:09:00	
9531	Lentivirus	Genus	39:02:00	
3625	Lentivirus	Genus	44:05:00	
7418	Mimivirus	Genus	1512:06:00	1412:08:00
25149	Chlorovirus	Genus	561:00:00	415:06:00
6174	Kayvirus	Genus	341:03:00	300:01:00
3013	Lightbulbvirus	Genus	159:09:00	155:03:00
24625	Xiamenvirus	Genus	151:04:00	99:07:00
7546	Mimivirus	Genus	172:02:00	131:05:00
4838	Mardecavirus	Genus	249:02:00	150:01:00
25178	Chlorovirus	Genus	620:05:00	500:03:00
10013	Bixzunavirus	Genus	1253:00:00	1152:00:00
19065	Pandoravirus	Genus	312:00:00	162:01:00
19247	Pandoravirus	Genus	635:07:00	114:00:00
14999	Prasinovirus	Genus	467:03:00	459:01:00
11798	Tijeunavirus	Genus	550:03:00	302:07:00
7354	Mimivirus	Genus	230:08:00	206:09:00
5020	Bruynoghevirus	Genus	290:04:00	279:02:00
195	Hepacivirus	Genus	33:04:00	
17597	Mimivirus	Genus	497:03:00	438:00:00
262	Hepacivirus	Genus	37:09:00	
202	Hepacivirus	Genus	37:06:00	
18681	Jimmervirus	Genus	425:07:00	295:00:00
8315	Mimivirus	Genus	993:07:00	892:04:00
1652	Orthopoxvirus	Genus	1448:04:00	1435:01:00
1205	Slashvirus	Genus	307:03:00	173:04:00
4668	Marseillevirus	Genus	826:06:00	730:03:00
15180	Mimivirus	Genus	394:00:00	294:05:00
15524	Mimivirus	Genus	1885:08:00	1514:05:00
19004	Pandoravirus	Genus	615:06:00	308:07:00
7509	Mimivirus	Genus	348:05:00	169:08:00
5729	Siminovitchvirus	Genus	581:01:00	506:04:00
3875	Cafeteriavirus	Genus	1715:05:00	1486:04:00
18197	Chlorovirus	Genus	518:03:00	482:01:00
10002	Bixzunavirus	Genus	498:09:00	173:07:00
7155	Mimivirus	Genus	868:02:00	671:04:00
7804	Mimivirus	Genus	680:07:00	584:07:00
4458	Cafeteriavirus	Genus	666:05:00	589:02:00
865	Mimivirus	Genus	992:08:00	964:09:00
9530	Alphacoronavirus	Genus	52:06:00	38:08:00
19306	Pandoravirus	Genus	95:06:00	41:00:00
19197	Pandoravirus	Genus	464:05:00	403:08:00
2530	Orthopoxvirus	Genus	907:03:00	844:03:00
27546	Gelderlandvirus	Genus	120:08:00	115:05:00
241	Closterovirus	Genus	57:09:00	52:05:00
8597	Cytomegalovirus	Genus	116:07:00	63:02:00
2012	Deltaretrovirus	Genus	708:05:00	35:05:00
28676	Phlebovirus	Genus	31:07:00	
6477	Alphatectivirus	Genus	130:06:00	101:05:00
4870	Kuravirus	Genus	245:06:00	242:06:00
8553	Cytomegalovirus	Genus	180:09:00	
10080	Mastadenovirus	Genus	59:00:00	
1124	Lymphocryptovirus	Genus	240:06:00	49:03:00
3710	Asfivirus	Genus	142:00:00	40:08:00
6307	Asfivirus	Genus	128:07:00	43:09:00
3339	Orthobornavirus	Genus	192:03:00	33:04:00
24332	Minunavirus	Genus	145:00:00	143:01:00
7454	Mimivirus	Genus	354:00:00	278:08:00
999	Mastadenovirus	Genus	31:02:00	
19968	Kostyavirus	Genus	251:04:00	102:09:00
6175	Bequatrovirus	Genus	341:04:00	340:01:00
7686	Mimivirus	Genus	223:05:00	83:06:00
26711	Krischvirus	Genus	118:08:00	91:05:00
16761	Tulanevirus	Genus	94:05:00	85:03:00
6177	Pecentumvirus	Genus	275:03:00	273:05:00
6347	Orthopoxvirus	Genus	38:05:00	36:02:00
11010	Bixzunavirus	Genus	192:04:00	172:01:00
10161	Cytomegalovirus	Genus	121:04:00	
10162	Cytomegalovirus	Genus	127:06:00	
10924	Bixzunavirus	Genus	114:08:00	91:09:00
3920	Asfivirus	Genus	120:04:00	
14577	Bongovirus	Genus	368:06:00	367:07:00
666	Mastadenovirus	Genus	125:09:00	45:08:00
3744	Asfivirus	Genus	529:08:00	81:02:00
10022	Bixzunavirus	Genus	670:08:00	316:07:00
3738	Asfivirus	Genus	416:07:00	77:00:00
6119	Kayvirus	Genus	414:04:00	398:06:00
712	Morbillivirus	Genus	206:06:00	
3747	Asfivirus	Genus	453:02:00	44:06:00
22531	Tequintavirus	Genus	490:01:00	417:03:00
23927	Emdodecavirus	Genus	105:04:00	48:08:00
18400	Flavivirus	Genus	93:05:00	54:04:00
64	Cytomegalovirus	Genus	246:06:00	219:02:00
3432	Avipoxvirus	Genus	156:07:00	97:07:00
27975	Bequatrovirus	Genus	115:01:00	109:00:00
6871	Mimivirus	Genus	156:04:00	130:09:00
21865	Liefievirus	Genus	127:01:00	75:06:00
16375	Rhadinovirus	Genus	49:01:00	
5968	Agricanvirus	Genus	270:09:00	259:04:00
658	Mastadenovirus	Genus	42:01:00	
8481	Cytomegalovirus	Genus	254:02:00	127:08:00
3700	Asfivirus	Genus	136:07:00	58:04:00
8060	Mimivirus	Genus	46:01:00	
11944	Karamvirus	Genus	265:01:00	170:07:00
3687	Asfivirus	Genus	130:09:00	
12907	Schizotequatrovirus	Genus	274:00:00	66:00:00
3730	Asfivirus	Genus	114:02:00	44:01:00
22639	Gaprivervirus	Genus	160:03:00	149:01:00
1170	Hepatovirus	Genus	72:09:00	
3703	Asfivirus	Genus	148:00:00	54:06:00
23934	Emdodecavirus	Genus	128:05:00	77:06:00
18639	Siminovitchvirus	Genus	142:05:00	53:05:00
3713	Asfivirus	Genus	143:02:00	
24456	Slopekvirus	Genus	459:03:00	412:07:00
4579	Karamvirus	Genus	80:09:00	80:08:00
8190	Mimivirus	Genus	75:06:00	50:00:00
22640	Gaprivervirus	Genus	428:03:00	388:02:00
9946	Emdodecavirus	Genus	253:06:00	147:00:00
18551	Siminovitchvirus	Genus	191:01:00	160:01:00
7061	Mimivirus	Genus	200:07:00	125:04:00
21684	Cheoctovirus	Genus	984:07:00	559:08:00
9679	Lagovirus	Genus	182:07:00	38:08:00
27636	Chlorovirus	Genus	42:01:00	
10886	Pegunavirus	Genus	239:04:00	161:08:00
5758	Inhavirus	Genus	255:06:00	242:06:00
21514	Emdodecavirus	Genus	123:04:00	99:07:00
3679	Asfivirus	Genus	128:09:00	44:09:00
20592	Respirovirus	Genus	136:07:00	
17259	Pahexavirus	Genus	145:00:00	
17277	Respirovirus	Genus	235:03:00	
30205	Gelderlandvirus	Genus	111:02:00	109:01:00
28138	Nyavirus	Genus	1582:04:00	168:01:00
27499	Iridovirus	Genus	405:00:00	279:05:00
19371	Pandoravirus	Genus	73:04:00	46:05:00
1514	Orthopoxvirus	Genus	241:09:00	130:01:00
10856	Rosebushvirus	Genus	386:00:00	338:01:00
8590	Cytomegalovirus	Genus	42:04:00	
88	Cytomegalovirus	Genus	83:01:00	82:09:00
28019	Tijeunavirus	Genus	161:00:00	103:02:00
213	Luteovirus	Genus	99:03:00	
1870	Detrevirus	Genus	125:06:00	107:09:00
3719	Asfivirus	Genus	146:00:00	56:00:00
1097	Lymphocryptovirus	Genus	63:02:00	
25096	Chlorovirus	Genus	156:00:00	46:06:00
28076	Lederbergvirus	Genus	164:06:00	157:04:00
8143	Mimivirus	Genus	878:06:00	521:03:00
3728	Asfivirus	Genus	136:00:00	37:01:00
18278	Proboscivirus	Genus	116:08:00	43:07:00
14504	Timquatrovirus	Genus	216:02:00	206:07:00
3725	Asfivirus	Genus	148:07:00	35:00:00
10776	Cytomegalovirus	Genus	39:00:00	
11382	Phifelvirus	Genus	94:05:00	94:04:00
9	Pegivirus	Genus	47:00:00	43:02:00
16737	Tulanevirus	Genus	84:03:00	78:01:00
10835	Rosebushvirus	Genus	103:00:00	94:03:00
6182	Kayvirus	Genus	772:05:00	757:08:00
1335	Pegivirus	Genus	54:07:00	
10892	Pegunavirus	Genus	149:08:00	107:01:00
24626	Gilesvirus	Genus	141:04:00	136:05:00
27933	Mieseafarmvirus	Genus	338:02:00	43:09:00
4649	Mosigvirus	Genus	142:09:00	141:08:00
4031	Muromegalovirus	Genus	379:08:00	164:01:00
16349	Rhadinovirus	Genus	122:09:00	46:01:00
8271	Mimivirus	Genus	83:03:00	
6967	Mimivirus	Genus	46:01:00	40:01:00
21013	Agatevirus	Genus	375:07:00	170:05:00
15892	Pipefishvirus	Genus	100:06:00	92:06:00
23649	Vequintavirus	Genus	191:08:00	191:03:00
8468	Potyvirus	Genus	157:09:00	32:04:00
10308	Asfivirus	Genus	133:09:00	57:01:00
6186	Kayvirus	Genus	211:08:00	188:04:00
3938	Asfivirus	Genus	128:07:00	63:00:00
10232	Orthopneumovirus	Genus	96:08:00	
6955	Mimivirus	Genus	46:06:00	40:00:00
18541	Silviavirus	Genus	172:09:00	165:05:00
3742	Asfivirus	Genus	185:04:00	108:06:00
18863	Winklervirus	Genus	154:02:00	130:04:00
10854	Pegunavirus	Genus	198:09:00	151:00:00
25024	Chlorovirus	Genus	87:07:00	
5866	Myxoctovirus	Genus	382:05:00	307:00:00
212	Luteovirus	Genus	94:04:00	31:06:00
4847	Rigallicvirus	Genus	508:08:00	290:04:00
10163	Cytomegalovirus	Genus	136:06:00	
6408	Gammacoronavirus	Genus	165:05:00	
28173	Dhillonvirus	Genus	141:02:00	136:04:00
8207	Mimivirus	Genus	106:02:00	
13294	Phikzvirus	Genus	569:00:00	358:09:00
9644	Alphabaculovirus	Genus	223:00:00	131:00:00
14631	Plotvirus	Genus	768:04:00	768:01:00
7312	Mimivirus	Genus	139:05:00	42:01:00
30750	Lightbulbvirus	Genus	165:03:00	64:02:00
21944	Corndogvirus	Genus	261:02:00	161:01:00
19566	Pandoravirus	Genus	261:02:00	60:02:00
10847	Pegunavirus	Genus	224:05:00	214:04:00
10809	Pegunavirus	Genus	326:09:00	298:07:00
28113	Efquatrovirus	Genus	145:07:00	77:02:00
27138	Bicaudavirus	Genus	204:07:00	189:07:00
10033	Bixzunavirus	Genus	501:04:00	156:05:00
10143	Cytomegalovirus	Genus	103:00:00	
17129	Cytomegalovirus	Genus	162:03:00	73:09:00
17130	Cytomegalovirus	Genus	122:01:00	43:00:00
10144	Cytomegalovirus	Genus	261:07:00	
10859	Pegunavirus	Genus	85:05:00	72:05:00
6439	Betaarterivirus	Genus	97:06:00	35:05:00
20946	Simplexvirus	Genus	138:08:00	
14765	Fromanvirus	Genus	85:06:00	77:09:00
18098	Andromedavirus	Genus	496:08:00	494:09:00
10142	Cytomegalovirus	Genus	889:03:00	
29297	Homburgvirus	Genus	155:06:00	115:04:00
18652	Abouovirus	Genus	143:03:00	141:06:00
17535	Mimivirus	Genus	57:04:00	
2980	Lentivirus	Genus	155:04:00	59:07:00
13776	Tunavirus	Genus	198:08:00	191:04:00
14884	Mimivirus	Genus	162:02:00	131:05:00
9339	Orthopoxvirus	Genus	83:04:00	50:03:00
5775	Inhavirus	Genus	273:00:00	217:01:00
14556	Reyvirus	Genus	87:03:00	66:01:00
854	Simplexvirus	Genus	110:03:00	33:08:00
6255	Kayvirus	Genus	126:04:00	119:00:00
17700	Mimivirus	Genus	45:00:00	43:03:00
30170	Cequinquevirus	Genus	192:08:00	91:03:00
14323	Fromanvirus	Genus	185:01:00	55:00:00
1534	Orthopoxvirus	Genus	1175:02:00	1072:07:00
10145	Cytomegalovirus	Genus	103:05:00	48:07:00
14049	Omegavirus	Genus	199:02:00	190:03:00
14500	Timquatrovirus	Genus	457:00:00	402:01:00
19569	Pandoravirus	Genus	49:06:00	41:07:00
23482	Gordtnkvirus	Genus	220:00:00	130:05:00
10825	Pipefishvirus	Genus	197:09:00	186:07:00
8516	Cytomegalovirus	Genus	231:07:00	73:03:00
8644	Bequatrovirus	Genus	145:09:00	142:07:00
19203	Pandoravirus	Genus	69:09:00	61:08:00
4932	Pipefishvirus	Genus	50:08:00	50:02:00
14129	Omegavirus	Genus	199:08:00	115:06:00
13843	Homburgvirus	Genus	219:00:00	209:00:00
13673	Kolesnikvirus	Genus	94:00:00	91:08:00
8757	Pecentumvirus	Genus	196:05:00	187:05:00
15553	Mimivirus	Genus	32:01:00	
22806	Tegunavirus	Genus	124:08:00	121:04:00
2941	Muscavirus	Genus	328:03:00	312:06:00
6171	Kochikohdavirus	Genus	1189:05:00	667:07:00
452	Betacoronavirus	Genus	274:04:00	
454	Betacoronavirus	Genus	107:06:00	
26174	Lessievirus	Genus	406:09:00	346:03:00
26730	Nazgulvirus	Genus	197:09:00	154:09:00
14505	Timquatrovirus	Genus	432:01:00	407:05:00
14332	Fromanvirus	Genus	121:05:00	102:01:00
1669	Orthopoxvirus	Genus	221:00:00	186:06:00
456	Betacoronavirus	Genus	136:00:00	42:06:00
25022	Chlorovirus	Genus	194:07:00	35:05:00
17460	Mimivirus	Genus	245:04:00	120:05:00
6740	Tequintavirus	Genus	236:06:00	182:01:00
3332	Gyrovirus	Genus	41:05:00	
10830	Pegunavirus	Genus	185:05:00	179:06:00
3682	Asfivirus	Genus	71:03:00	62:02:00
22406	Xiamenvirus	Genus	256:04:00	240:06:00
8560	Cytomegalovirus	Genus	47:09:00	31:06:00
21011	Agatevirus	Genus	509:09:00	406:07:00
8519	Cytomegalovirus	Genus	212:03:00	109:03:00
8024	Mimivirus	Genus	155:06:00	67:05:00
18862	Rigallicvirus	Genus	263:03:00	164:01:00
26953	Lessievirus	Genus	255:09:00	214:05:00
10519	Fletchervirus	Genus	136:02:00	113:04:00
22899	Steinhofvirus	Genus	214:01:00	144:03:00
6926	Mimivirus	Genus	34:00:00	
18866	Karamvirus	Genus	661:03:00	253:09:00
10806	Pegunavirus	Genus	227:08:00	210:07:00
11495	Vequintavirus	Genus	277:08:00	269:05:00
6432	Ebolavirus	Genus	446:05:00	413:05:00
25080	Chlorovirus	Genus	130:07:00	52:04:00
18089	Andromedavirus	Genus	199:01:00	195:04:00
28423	Coopervirus	Genus	156:08:00	148:00:00
1688	Orthopoxvirus	Genus	281:09:00	262:06:00
26521	Rosenblumvirus	Genus	181:05:00	176:05:00
16241	Mastadenovirus	Genus	33:02:00	
14719	Fromanvirus	Genus	214:01:00	81:01:00
20594	Respirovirus	Genus	125:02:00	
20046	Marseillevirus	Genus	132:09:00	50:02:00
28886	Inhavirus	Genus	92:09:00	64:03:00
11356	Phifelvirus	Genus	520:07:00	515:02:00
3745	Asfivirus	Genus	143:09:00	80:06:00
22948	Prymnesiovirus	Genus	214:01:00	164:01:00
237	Closterovirus	Genus	80:04:00	33:03:00
20384	Marseillevirus	Genus	159:04:00	87:02:00
8804	Alphacoronavirus	Genus	31:09:00	
24550	Moonvirus	Genus	88:07:00	86:03:00
24836	Nankokuvirus	Genus	258:09:00	141:06:00
10831	Pegunavirus	Genus	754:08:00	670:03:00
14371	Fromanvirus	Genus	118:06:00	66:05:00
17852	Tidunavirus	Genus	126:06:00	120:02:00
10791	Pegunavirus	Genus	183:03:00	162:05:00
5858	Nonagvirus	Genus	144:07:00	96:06:00
10828	Pegunavirus	Genus	393:02:00	362:06:00
17234	Pahexavirus	Genus	243:01:00	239:00:00
1311	Pegivirus	Genus	38:08:00	
15841	Pipefishvirus	Genus	891:08:00	829:07:00
626	Mastadenovirus	Genus	38:09:00	38:00:00
8247	Mimivirus	Genus	35:05:00	
8524	Cytomegalovirus	Genus	195:01:00	
10865	Pegunavirus	Genus	151:02:00	130:08:00
10037	Bixzunavirus	Genus	1379:06:00	387:01:00
811	Simplexvirus	Genus	45:08:00	35:01:00
7272	Mimivirus	Genus	85:04:00	42:04:00
11605	Iotatorquevirus	Genus	383:01:00	85:06:00
20483	Marseillevirus	Genus	240:05:00	55:09:00
12374	Dhakavirus	Genus	105:02:00	103:02:00
18611	Siminovitchvirus	Genus	149:04:00	75:00:00
10814	Pegunavirus	Genus	298:07:00	288:02:00
30178	Cequinquevirus	Genus	177:00:00	65:07:00
10838	Pegunavirus	Genus	265:04:00	245:02:00
7026	Mimivirus	Genus	238:01:00	133:03:00
11969	Tulanevirus	Genus	807:09:00	800:08:00
24316	Coopervirus	Genus	114:03:00	83:01:00
11691	Iotatorquevirus	Genus	358:08:00	357:05:00
9669	Deltapolyomavirus	Genus	354:08:00	336:09:00
28592	Prasinovirus	Genus	128:09:00	84:04:00
240	Closterovirus	Genus	226:05:00	48:00:00
9067	Macavirus	Genus	283:07:00	191:05:00
6366	Cytomegalovirus	Genus	60:00:00	34:04:00
1224	Closterovirus	Genus	52:04:00	
786	Iltovirus	Genus	660:01:00	504:05:00
1522	Orthopoxvirus	Genus	295:04:00	294:01:00
6919	Mimivirus	Genus	53:03:00	38:06:00
1471	Vesivirus	Genus	135:04:00	
3619	Luteovirus	Genus	101:05:00	
7818	Mimivirus	Genus	32:03:00	
17805	Mimivirus	Genus	53:02:00	39:06:00
30721	Ithacavirus	Genus	115:02:00	51:04:00
26563	Xipdecavirus	Genus	432:09:00	336:07:00
4631	Krischvirus	Genus	174:03:00	171:00:00
18928	Pandoravirus	Genus	79:09:00	73:01:00
23030	Kuravirus	Genus	146:06:00	93:02:00
14	Pegivirus	Genus	34:04:00	
10231	Orthopneumovirus	Genus	144:00:00	49:08:00
13911	Varicellovirus	Genus	216:09:00	
8816	Orthopoxvirus	Genus	43:05:00	39:02:00
10034	Bixzunavirus	Genus	486:08:00	60:01:00
12929	Dhakavirus	Genus	519:03:00	514:02:00
19685	Bignuzvirus	Genus	109:08:00	108:08:00
10234	Orthopneumovirus	Genus	126:07:00	
7091	Mimivirus	Genus	80:01:00	37:06:00
6741	Tequintavirus	Genus	124:08:00	107:04:00
25312	Chlorovirus	Genus	229:09:00	48:07:00
21665	Lilyvirus	Genus	155:07:00	145:00:00
6061	Cyprinivirus	Genus	422:07:00	270:03:00
10230	Orthopneumovirus	Genus	255:04:00	
27390	Yuavirus	Genus	457:03:00	450:09:00
12601	Obolenskvirus	Genus	95:06:00	90:05:00
30993	Bignuzvirus	Genus	93:02:00	83:09:00
6925	Mimivirus	Genus	33:03:00	
114	Cytomegalovirus	Genus	436:01:00	411:02:00
621	Mastadenovirus	Genus	67:09:00	40:01:00
8286	Mimivirus	Genus	34:00:00	
27884	Pepyhexavirus	Genus	407:00:00	220:03:00
27880	Pepyhexavirus	Genus	209:07:00	142:07:00
18700	Abouovirus	Genus	99:04:00	94:04:00
1466	Vesivirus	Genus	88:01:00	73:07:00
18739	Bronvirus	Genus	138:03:00	108:06:00
2986	Lentivirus	Genus	122:05:00	
25627	Betaentomopoxvirus	Genus	225:09:00	210:05:00
8546	Cytomegalovirus	Genus	60:01:00	
10949	Rosebushvirus	Genus	219:03:00	138:03:00
18430	Avunavirus	Genus	98:01:00	95:08:00
662	Mastadenovirus	Genus	104:04:00	68:05:00
10866	Rosebushvirus	Genus	288:02:00	287:02:00
20383	Marseillevirus	Genus	170:06:00	94:05:00
8233	Mimivirus	Genus	36:03:00	
2987	Lentivirus	Genus	182:02:00	32:05:00
17020	Ascovirus	Genus	445:06:00	444:09:00
10636	Fletchervirus	Genus	137:00:00	78:03:00
9980	Bixzunavirus	Genus	247:08:00	134:09:00
30970	Bequatrovirus	Genus	983:04:00	814:01:00
10845	Pegunavirus	Genus	450:09:00	388:04:00
1578	Orthopoxvirus	Genus	508:06:00	500:03:00
10805	Pegunavirus	Genus	425:00:00	395:05:00
8195	Mimivirus	Genus	32:00:00	
14532	Bronvirus	Genus	169:01:00	144:03:00
6704	Tequintavirus	Genus	159:00:00	132:04:00
6377	Cytomegalovirus	Genus	186:05:00	48:07:00
25843	Betaentomopoxvirus	Genus	113:08:00	59:03:00
22800	Gelderlandvirus	Genus	674:02:00	656:05:00
14032	Gaiavirus	Genus	137:09:00	137:03:00
19033	Pandoravirus	Genus	375:01:00	138:03:00
30734	Lightbulbvirus	Genus	1608:06:00	69:05:00
4244	Cyprinivirus	Genus	192:05:00	67:03:00
14305	Cheoctovirus	Genus	120:06:00	82:06:00
248	Closterovirus	Genus	682:01:00	
8102	Mimivirus	Genus	60:05:00	37:08:00
242	Closterovirus	Genus	50:04:00	
22507	Percavirus	Genus	157:08:00	70:07:00
23339	Nonagvirus	Genus	342:01:00	250:05:00
16360	Rhadinovirus	Genus	320:07:00	84:03:00
8231	Mimivirus	Genus	39:06:00	
3739	Asfivirus	Genus	185:01:00	119:00:00
9751	Avastrovirus	Genus	37:09:00	
14224	Cheoctovirus	Genus	428:09:00	367:04:00
852	Simplexvirus	Genus	55:03:00	
4818	Rigallicvirus	Genus	207:02:00	177:07:00
2448	Mimivirus	Genus	341:03:00	322:03:00
8020	Mimivirus	Genus	67:01:00	38:08:00
10840	Pegunavirus	Genus	268:02:00	255:05:00
18282	Proboscivirus	Genus	151:09:00	49:06:00
13912	Varicellovirus	Genus	502:00:00	
17220	Obolenskvirus	Genus	158:05:00	144:09:00
